mic_id,country_name,country_iso2,country_iso3,country_group,mic_name_official,mic_acronym,mic_type,mic_subtype,channel,mic_owner_institution,mic_owner_type,status_active,start_year,last_verified_date,ipc_category_primary_code,ipc_category_primary_label,ipc_category_secondary_codes,ipc_category_secondary_labels,ipc_codes_all,ipc_coverage_count,dim_env,dim_soc,dim_eco,legal_basis_exists,instrument_type,legal_basis_title,legal_basis_year,responsible_authority,obligation_level,verification_model,third_party_required,accreditation_required,public_registry,enforcement_body,sanctions_exist,sanctions_type_text,transparency_level,comparability_support,access_cost,access_requirements,language_available,update_frequency_text,source_id_primary,source_type_primary,source_url_primary,source_id_secondary,source_type_secondary,source_url_secondary,evidence_quality_note,data_gaps_declared,gaps_text,risk_flags,notes_scope,transferability_notes,Rank_global,Rank_country,Score_total_adj,Score_total_min,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,W_C1,W_C2,W_C3,W_C4,W_C5,W_C6,W_C7,W_C8,W_C9,W_C10,dataset_product,dataset_version,scoring_version,ranking_version,data_cutoff,attributes_eco,attributes_env,attributes_soc,audit_frequency,claim_type,enforcement_level,last_update_year,mapping_rule_applied,mca_core_blockers,mca_core_ready,mca_full_blockers,mca_full_ready,mca_min_blockers,mca_min_ready,policy_link_text,product_scope_text,target_user,longevity_years,longevity_bucket
MIC-CL-005,Chile,CL,CHL,Chile,MSC Marine Stewardship Council,,certificacion,ND,digital,Marine Stewardship Council (MSC),privado,activo,ND,2025-12-18 00:00:00,1,Alimentos y bebidas no alcohólicas,,,1,1,Sí,Sí,No,no,estandar,,,Marine Stewardship Council (MSC),ND,tercera_parte,Sí,ND,No,,,ND,,,ND,,ND,,SRC-CL-005,Sitio oficial,https://www.msc.org/,SRC-CL-005-2,Registro oficial (MSC Supplier Directory; filtro país),https://cert.msc.org/supplierdirectory/,Mecanismo voluntario/privado (o sin respaldo normativo explícito); verificar evidencia de adopción y cobertura nacional en P3. | Cobertura país verificada mediante MSC Supplier Directory (consulta con filtro por país/mercado).,ND,ND,ND,ND,ND,1,1.0,3.0,1.2,,,,3,3.0,3.0,,3,,,,,,0.3,0.36,0.3,,0.24,,,P9,v1.0_2025-12-19,P7_MCA_v1.0,P8_rank_v1.0,2025-12-18,ND,ND,ND,,Certificación,tercera_parte,ND,principal,access_cost; language_available,No,access_cost; language_available; transparency_level; update_frequency_text; comparability_support; enforcement_body; access_requirements,No,,Sí,ND,Productos del mar (pesquerías) y cadena de custodia,Consumidor,,ND
MIC-CL-005,Chile,CL,CHL,Chile,MSC Marine Stewardship Council,,certificacion,ND,digital,Marine Stewardship Council (MSC),privado,activo,ND,2025-12-18 00:00:00,1,Alimentos y bebidas no alcohólicas,,,1,1,Sí,Sí,No,no,estandar,,,Marine Stewardship Council (MSC),ND,tercera_parte,Sí,ND,No,,,ND,,,ND,,ND,,SRC-CL-005,Sitio oficial,https://www.msc.org/,SRC-CL-005-2,Registro oficial (MSC Supplier Directory; filtro país),https://cert.msc.org/supplierdirectory/,Mecanismo voluntario/privado (o sin respaldo normativo explícito); verificar evidencia de adopción y cobertura nacional en P3. | Cobertura país verificada mediante MSC Supplier Directory (consulta con filtro por país/mercado).,ND,ND,ND,ND,ND,19,65.0,1.533333333333334,0.4600000000000001,,,,3,0.0,,,2,,,,,,0.3,0.0,,,0.16,,,P9,v1.0_2025-12-19,P7_MCA_v1.0,P8_rank_v1.0,2025-12-18,ND,ND,ND,,Certificación,tercera_parte,ND,principal,access_cost; language_available,No,access_cost; language_available; transparency_level; update_frequency_text; comparability_support; enforcement_body; access_requirements,No,,Sí,ND,Productos del mar (pesquerías) y cadena de custodia,Consumidor,,ND
MIC-CL-005,Chile,CL,CHL,Chile,MSC Marine Stewardship Council,,certificacion,ND,digital,Marine Stewardship Council (MSC),privado,activo,ND,2025-12-18 00:00:00,1,Alimentos y bebidas no alcohólicas,,,1,1,Sí,Sí,No,no,estandar,,,Marine Stewardship Council (MSC),ND,tercera_parte,Sí,ND,No,,,ND,,,ND,,ND,,SRC-CL-005,Sitio oficial,https://www.msc.org/,SRC-CL-005-2,Registro oficial (MSC Supplier Directory; filtro país),https://cert.msc.org/supplierdirectory/,Mecanismo voluntario/privado (o sin respaldo normativo explícito); verificar evidencia de adopción y cobertura nacional en P3. | Cobertura país verificada mediante MSC Supplier Directory (consulta con filtro por país/mercado).,ND,ND,ND,ND,ND,19,65.0,1.533333333333334,0.4600000000000001,,,,3,3.0,3.0,,3,,,,,,0.3,0.36,0.3,,0.24,,,P9,v1.0_2025-12-19,P7_MCA_v1.0,P8_rank_v1.0,2025-12-18,ND,ND,ND,,Certificación,tercera_parte,ND,principal,access_cost; language_available,No,access_cost; language_available; transparency_level; update_frequency_text; comparability_support; enforcement_body; access_requirements,No,,Sí,ND,Productos del mar (pesquerías) y cadena de custodia,Consumidor,,ND
MIC-CL-006,Chile,CL,CHL,Chile,Fairtrade,,certificacion,ND,digital,Fairtrade International,privado,activo,ND,2025-12-18 00:00:00,1,Alimentos y bebidas no alcohólicas,,,1,1,Sí,Sí,No,no,estandar,,,Fairtrade International,ND,tercera_parte,Sí,ND,No,,,ND,,,ND,,ND,,SRC-CL-006,Sitio oficial,https://www.fairtrade.net/,SRC-CL-006-2,Sitio oficial (organización Fairtrade/marketing organization o sección país),https://www.fairtradechile.org/,Mecanismo voluntario/privado (o sin respaldo normativo explícito); verificar evidencia de adopción y cobertura nacional en P3. | Cobertura país verificada mediante organización Fairtrade (sitio/representación país o sección país en fairtrade.net).,ND,ND,ND,ND,ND,1,1.0,3.0,1.2,,,,3,0.0,,,2,,,,,,0.3,0.0,,,0.16,,,P9,v1.0_2025-12-19,P7_MCA_v1.0,P8_rank_v1.0,2025-12-18,ND,ND,ND,,Certificación,tercera_parte,ND,principal,access_cost; language_available,No,access_cost; language_available; transparency_level; update_frequency_text; comparability_support; enforcement_body; access_requirements,No,,Sí,ND,Alimentos y materias primas con criterios ambientales y sociales; comercio justo,Consumidor,,ND
MIC-CL-006,Chile,CL,CHL,Chile,Fairtrade,,certificacion,ND,digital,Fairtrade International,privado,activo,ND,2025-12-18 00:00:00,1,Alimentos y bebidas no alcohólicas,,,1,1,Sí,Sí,No,no,estandar,,,Fairtrade International,ND,tercera_parte,Sí,ND,No,,,ND,,,ND,,ND,,SRC-CL-006,Sitio oficial,https://www.fairtrade.net/,SRC-CL-006-2,Sitio oficial (organización Fairtrade/marketing organization o sección país),https://www.fairtradechile.org/,Mecanismo voluntario/privado (o sin respaldo normativo explícito); verificar evidencia de adopción y cobertura nacional en P3. | Cobertura país verificada mediante organización Fairtrade (sitio/representación país o sección país en fairtrade.net).,ND,ND,ND,ND,ND,1,1.0,3.0,1.2,,,,3,3.0,3.0,,3,,,,,,0.3,0.36,0.3,,0.24,,,P9,v1.0_2025-12-19,P7_MCA_v1.0,P8_rank_v1.0,2025-12-18,ND,ND,ND,,Certificación,tercera_parte,ND,principal,access_cost; language_available,No,access_cost; language_available; transparency_level; update_frequency_text; comparability_support; enforcement_body; access_requirements,No,,Sí,ND,Alimentos y materias primas con criterios ambientales y sociales; comercio justo,Consumidor,,ND
MIC-CL-006,Chile,CL,CHL,Chile,Fairtrade,,certificacion,ND,digital,Fairtrade International,privado,activo,ND,2025-12-18 00:00:00,1,Alimentos y bebidas no alcohólicas,,,1,1,Sí,Sí,No,no,estandar,,,Fairtrade International,ND,tercera_parte,Sí,ND,No,,,ND,,,ND,,ND,,SRC-CL-006,Sitio oficial,https://www.fairtrade.net/,SRC-CL-006-2,Sitio oficial (organización Fairtrade/marketing organization o sección país),https://www.fairtradechile.org/,Mecanismo voluntario/privado (o sin respaldo normativo explícito); verificar evidencia de adopción y cobertura nacional en P3. | Cobertura país verificada mediante organización Fairtrade (sitio/representación país o sección país en fairtrade.net).,ND,ND,ND,ND,ND,19,65.0,1.533333333333334,0.4600000000000001,,,,3,0.0,,,2,,,,,,0.3,0.0,,,0.16,,,P9,v1.0_2025-12-19,P7_MCA_v1.0,P8_rank_v1.0,2025-12-18,ND,ND,ND,,Certificación,tercera_parte,ND,principal,access_cost; language_available,No,access_cost; language_available; transparency_level; update_frequency_text; comparability_support; enforcement_body; access_requirements,No,,Sí,ND,Alimentos y materias primas con criterios ambientales y sociales; comercio justo,Consumidor,,ND
MIC-CL-006,Chile,CL,CHL,Chile,Fairtrade,,certificacion,ND,digital,Fairtrade International,privado,activo,ND,2025-12-18 00:00:00,1,Alimentos y bebidas no alcohólicas,,,1,1,Sí,Sí,No,no,estandar,,,Fairtrade International,ND,tercera_parte,Sí,ND,No,,,ND,,,ND,,ND,,SRC-CL-006,Sitio oficial,https://www.fairtrade.net/,SRC-CL-006-2,Sitio oficial (organización Fairtrade/marketing organization o sección país),https://www.fairtradechile.org/,Mecanismo voluntario/privado (o sin respaldo normativo explícito); verificar evidencia de adopción y cobertura nacional en P3. | Cobertura país verificada mediante organización Fairtrade (sitio/representación país o sección país en fairtrade.net).,ND,ND,ND,ND,ND,19,65.0,1.533333333333334,0.4600000000000001,,,,3,3.0,3.0,,3,,,,,,0.3,0.36,0.3,,0.24,,,P9,v1.0_2025-12-19,P7_MCA_v1.0,P8_rank_v1.0,2025-12-18,ND,ND,ND,,Certificación,tercera_parte,ND,principal,access_cost; language_available,No,access_cost; language_available; transparency_level; update_frequency_text; comparability_support; enforcement_body; access_requirements,No,,Sí,ND,Alimentos y materias primas con criterios ambientales y sociales; comercio justo,Consumidor,,ND
MIC-CL-007,Chile,CL,CHL,Chile,Rainforest Alliance Certified,,certificacion,ND,digital,Rainforest Alliance,privado,activo,ND,2025-12-18,1,Alimentos y bebidas no alcohólicas,,,1,1,Sí,Sí,No,no,estandar,,,Rainforest Alliance,ND,tercera_parte,Sí,ND,No,,,ND,,,ND,,ND,,SRC-CL-007,Sitio oficial,https://www.rainforest-alliance.org/,,,https://www.rainforest-alliance.org/find-certified/barrys-tea/,Mecanismo voluntario/privado (o sin respaldo normativo explícito); verificar evidencia de adopción y cobertura nacional en P3. Evidencia país-específica: página 'Find Certified' con listado 'Available In' que incluye el país (ver URL secundaria).,ND,ND,ND,ND,ND,5,18.0,2.642857142857143,0.74,,,,3,0.0,,,2,,,,,,0.3,0.0,,,0.16,,,P9,v1.0_2025-12-19,P7_MCA_v1.0,P8_rank_v1.0,2025-12-18,ND,ND,ND,,Certificación,tercera_parte,ND,principal,access_cost; language_available,No,access_cost; language_available; transparency_level; update_frequency_text; comparability_support; enforcement_body; access_requirements,No,,Sí,ND,"Alimentos y materias primas agrícolas; biodiversidad, clima y medios de vida",Consumidor,,ND
MIC-CL-007,Chile,CL,CHL,Chile,Rainforest Alliance Certified,,certificacion,ND,digital,Rainforest Alliance,privado,activo,ND,2025-12-18,1,Alimentos y bebidas no alcohólicas,,,1,1,Sí,Sí,No,no,estandar,,,Rainforest Alliance,ND,tercera_parte,Sí,ND,No,,,ND,,,ND,,ND,,SRC-CL-007,Sitio oficial,https://www.rainforest-alliance.org/,,,https://www.rainforest-alliance.org/find-certified/barrys-tea/,Mecanismo voluntario/privado (o sin respaldo normativo explícito); verificar evidencia de adopción y cobertura nacional en P3. Evidencia país-específica: página 'Find Certified' con listado 'Available In' que incluye el país (ver URL secundaria).,ND,ND,ND,ND,ND,5,18.0,2.642857142857143,0.74,,,,3,,2.0,,3,,,,,,0.3,,0.2,,0.24,,,P9,v1.0_2025-12-19,P7_MCA_v1.0,P8_rank_v1.0,2025-12-18,ND,ND,ND,,Certificación,tercera_parte,ND,principal,access_cost; language_available,No,access_cost; language_available; transparency_level; update_frequency_text; comparability_support; enforcement_body; access_requirements,No,,Sí,ND,"Alimentos y materias primas agrícolas; biodiversidad, clima y medios de vida",Consumidor,,ND
MIC-CL-007,Chile,CL,CHL,Chile,Rainforest Alliance Certified,,certificacion,ND,digital,Rainforest Alliance,privado,activo,ND,2025-12-18,1,Alimentos y bebidas no alcohólicas,,,1,1,Sí,Sí,No,no,estandar,,,Rainforest Alliance,ND,tercera_parte,Sí,ND,No,,,ND,,,ND,,ND,,SRC-CL-007,Sitio oficial,https://www.rainforest-alliance.org/,,,https://www.rainforest-alliance.org/find-certified/barrys-tea/,Mecanismo voluntario/privado (o sin respaldo normativo explícito); verificar evidencia de adopción y cobertura nacional en P3. Evidencia país-específica: página 'Find Certified' con listado 'Available In' que incluye el país (ver URL secundaria).,ND,ND,ND,ND,ND,19,65.0,1.533333333333334,0.4600000000000001,,,,3,0.0,,,2,,,,,,0.3,0.0,,,0.16,,,P9,v1.0_2025-12-19,P7_MCA_v1.0,P8_rank_v1.0,2025-12-18,ND,ND,ND,,Certificación,tercera_parte,ND,principal,access_cost; language_available,No,access_cost; language_available; transparency_level; update_frequency_text; comparability_support; enforcement_body; access_requirements,No,,Sí,ND,"Alimentos y materias primas agrícolas; biodiversidad, clima y medios de vida",Consumidor,,ND
MIC-CL-007,Chile,CL,CHL,Chile,Rainforest Alliance Certified,,certificacion,ND,digital,Rainforest Alliance,privado,activo,ND,2025-12-18,1,Alimentos y bebidas no alcohólicas,,,1,1,Sí,Sí,No,no,estandar,,,Rainforest Alliance,ND,tercera_parte,Sí,ND,No,,,ND,,,ND,,ND,,SRC-CL-007,Sitio oficial,https://www.rainforest-alliance.org/,,,https://www.rainforest-alliance.org/find-certified/barrys-tea/,Mecanismo voluntario/privado (o sin respaldo normativo explícito); verificar evidencia de adopción y cobertura nacional en P3. Evidencia país-específica: página 'Find Certified' con listado 'Available In' que incluye el país (ver URL secundaria).,ND,ND,ND,ND,ND,19,65.0,1.533333333333334,0.4600000000000001,,,,3,,2.0,,3,,,,,,0.3,,0.2,,0.24,,,P9,v1.0_2025-12-19,P7_MCA_v1.0,P8_rank_v1.0,2025-12-18,ND,ND,ND,,Certificación,tercera_parte,ND,principal,access_cost; language_available,No,access_cost; language_available; transparency_level; update_frequency_text; comparability_support; enforcement_body; access_requirements,No,,Sí,ND,"Alimentos y materias primas agrícolas; biodiversidad, clima y medios de vida",Consumidor,,ND
MIC-CL-008,Chile,CL,CHL,Chile,OEKO-TEX Standard 100,,certificacion,ND,digital,OEKO-TEX Association,privado,activo,ND,2025-12-18 00:00:00,2,Vestuario y calzado,,,2,1,Sí,No,No,no,estandar,,,OEKO-TEX Association,ND,tercera_parte,Sí,ND,No,,,ND,,,ND,,ND,,SRC-CL-008,Sitio oficial,https://www.oeko-tex.com/en/,SRC-CL-008-2,Sitio oficial (OEKO‑TEX; red de institutos/oficinas),https://www.oeko-tex.com/en/our-institutes/offices,Mecanismo voluntario/privado (o sin respaldo normativo explícito); verificar evidencia de adopción y cobertura nacional en P3. | Cobertura país verificada mediante red oficial de institutos/oficinas OEKO‑TEX (referencia a representación regional y/o socios nacionales).,ND,ND,ND,ND,ND,18,61.0,1.6,0.64,,,,3,0.0,,,1,,,,,,0.3,0.0,,,0.08,,,P9,v1.0_2025-12-19,P7_MCA_v1.0,P8_rank_v1.0,2025-12-18,ND,ND,ND,,Certificación,tercera_parte,ND,principal,access_cost; language_available,No,access_cost; language_available; transparency_level; update_frequency_text; comparability_support; enforcement_body; access_requirements,No,,Sí,ND,Textiles y materiales en contacto con piel; sustancias nocivas,Consumidor,,ND
MIC-CL-008,Chile,CL,CHL,Chile,OEKO-TEX Standard 100,,certificacion,ND,digital,OEKO-TEX Association,privado,activo,ND,2025-12-18 00:00:00,2,Vestuario y calzado,,,2,1,Sí,No,No,no,estandar,,,OEKO-TEX Association,ND,tercera_parte,Sí,ND,No,,,ND,,,ND,,ND,,SRC-CL-008,Sitio oficial,https://www.oeko-tex.com/en/,SRC-CL-008-2,Sitio oficial (OEKO‑TEX; red de institutos/oficinas),https://www.oeko-tex.com/en/our-institutes/offices,Mecanismo voluntario/privado (o sin respaldo normativo explícito); verificar evidencia de adopción y cobertura nacional en P3. | Cobertura país verificada mediante red oficial de institutos/oficinas OEKO‑TEX (referencia a representación regional y/o socios nacionales).,ND,ND,ND,ND,ND,18,61.0,1.6,0.64,,,,0,3.0,2.0,,1,,,,,,0.0,0.36,0.2,,0.08,,,P9,v1.0_2025-12-19,P7_MCA_v1.0,P8_rank_v1.0,2025-12-18,ND,ND,ND,,Certificación,tercera_parte,ND,principal,access_cost; language_available,No,access_cost; language_available; transparency_level; update_frequency_text; comparability_support; enforcement_body; access_requirements,No,,Sí,ND,Textiles y materiales en contacto con piel; sustancias nocivas,Consumidor,,ND
MIC-CL-008,Chile,CL,CHL,Chile,OEKO-TEX Standard 100,,certificacion,ND,digital,OEKO-TEX Association,privado,activo,ND,2025-12-18 00:00:00,2,Vestuario y calzado,,,2,1,Sí,No,No,no,estandar,,,OEKO-TEX Association,ND,tercera_parte,Sí,ND,No,,,ND,,,ND,,ND,,SRC-CL-008,Sitio oficial,https://www.oeko-tex.com/en/,SRC-CL-008-2,Sitio oficial (OEKO‑TEX; red de institutos/oficinas),https://www.oeko-tex.com/en/our-institutes/offices,Mecanismo voluntario/privado (o sin respaldo normativo explícito); verificar evidencia de adopción y cobertura nacional en P3. | Cobertura país verificada mediante red oficial de institutos/oficinas OEKO‑TEX (referencia a representación regional y/o socios nacionales).,ND,ND,ND,ND,ND,20,85.0,1.266666666666667,0.3800000000000001,,,,3,0.0,,,1,,,,,,0.3,0.0,,,0.08,,,P9,v1.0_2025-12-19,P7_MCA_v1.0,P8_rank_v1.0,2025-12-18,ND,ND,ND,,Certificación,tercera_parte,ND,principal,access_cost; language_available,No,access_cost; language_available; transparency_level; update_frequency_text; comparability_support; enforcement_body; access_requirements,No,,Sí,ND,Textiles y materiales en contacto con piel; sustancias nocivas,Consumidor,,ND
MIC-CL-008,Chile,CL,CHL,Chile,OEKO-TEX Standard 100,,certificacion,ND,digital,OEKO-TEX Association,privado,activo,ND,2025-12-18 00:00:00,2,Vestuario y calzado,,,2,1,Sí,No,No,no,estandar,,,OEKO-TEX Association,ND,tercera_parte,Sí,ND,No,,,ND,,,ND,,ND,,SRC-CL-008,Sitio oficial,https://www.oeko-tex.com/en/,SRC-CL-008-2,Sitio oficial (OEKO‑TEX; red de institutos/oficinas),https://www.oeko-tex.com/en/our-institutes/offices,Mecanismo voluntario/privado (o sin respaldo normativo explícito); verificar evidencia de adopción y cobertura nacional en P3. | Cobertura país verificada mediante red oficial de institutos/oficinas OEKO‑TEX (referencia a representación regional y/o socios nacionales).,ND,ND,ND,ND,ND,20,85.0,1.266666666666667,0.3800000000000001,,,,0,3.0,2.0,,1,,,,,,0.0,0.36,0.2,,0.08,,,P9,v1.0_2025-12-19,P7_MCA_v1.0,P8_rank_v1.0,2025-12-18,ND,ND,ND,,Certificación,tercera_parte,ND,principal,access_cost; language_available,No,access_cost; language_available; transparency_level; update_frequency_text; comparability_support; enforcement_body; access_requirements,No,,Sí,ND,Textiles y materiales en contacto con piel; sustancias nocivas,Consumidor,,ND
MIC-CL-009,Chile,CL,CHL,Chile,Global Organic Textile Standard (GOTS),,certificacion,ND,digital,Global Standard gGmbH,privado,activo,ND,2025-12-18 00:00:00,2,Vestuario y calzado,,,2,1,Sí,Sí,No,no,estandar,,,Global Standard gGmbH,ND,tercera_parte,Sí,ND,No,,,ND,,,ND,,ND,,SRC-CL-009,Sitio oficial,https://global-standard.org/,SRC-CL-009-2,Registro oficial (GOTS Certified Suppliers; filtro país),https://global-standard.org/find-suppliers-shops-and-inputs/certified-suppliers.html,Mecanismo voluntario/privado (o sin respaldo normativo explícito); verificar evidencia de adopción y cobertura nacional en P3. | Cobertura país verificada mediante base GOTS Certified Suppliers (consulta con filtro por país).,ND,ND,ND,ND,ND,11,36.0,2.35,0.9400000000000001,,,,3,0.0,,,2,,,,,,0.3,0.0,,,0.16,,,P9,v1.0_2025-12-19,P7_MCA_v1.0,P8_rank_v1.0,2025-12-18,ND,ND,ND,,Certificación,tercera_parte,ND,principal,access_cost; language_available,No,access_cost; language_available; transparency_level; update_frequency_text; comparability_support; enforcement_body; access_requirements,No,,Sí,ND,Textiles orgánicos; criterios ambientales y sociales,Consumidor,,ND
MIC-CL-009,Chile,CL,CHL,Chile,Global Organic Textile Standard (GOTS),,certificacion,ND,digital,Global Standard gGmbH,privado,activo,ND,2025-12-18 00:00:00,2,Vestuario y calzado,,,2,1,Sí,Sí,No,no,estandar,,,Global Standard gGmbH,ND,tercera_parte,Sí,ND,No,,,ND,,,ND,,ND,,SRC-CL-009,Sitio oficial,https://global-standard.org/,SRC-CL-009-2,Registro oficial (GOTS Certified Suppliers; filtro país),https://global-standard.org/find-suppliers-shops-and-inputs/certified-suppliers.html,Mecanismo voluntario/privado (o sin respaldo normativo explícito); verificar evidencia de adopción y cobertura nacional en P3. | Cobertura país verificada mediante base GOTS Certified Suppliers (consulta con filtro por país).,ND,ND,ND,ND,ND,11,36.0,2.35,0.9400000000000001,,,,3,3.0,2.0,,1,,,,,,0.3,0.36,0.2,,0.08,,,P9,v1.0_2025-12-19,P7_MCA_v1.0,P8_rank_v1.0,2025-12-18,ND,ND,ND,,Certificación,tercera_parte,ND,principal,access_cost; language_available,No,access_cost; language_available; transparency_level; update_frequency_text; comparability_support; enforcement_body; access_requirements,No,,Sí,ND,Textiles orgánicos; criterios ambientales y sociales,Consumidor,,ND
MIC-CL-009,Chile,CL,CHL,Chile,Global Organic Textile Standard (GOTS),,certificacion,ND,digital,Global Standard gGmbH,privado,activo,ND,2025-12-18 00:00:00,2,Vestuario y calzado,,,2,1,Sí,Sí,No,no,estandar,,,Global Standard gGmbH,ND,tercera_parte,Sí,ND,No,,,ND,,,ND,,ND,,SRC-CL-009,Sitio oficial,https://global-standard.org/,SRC-CL-009-2,Registro oficial (GOTS Certified Suppliers; filtro país),https://global-standard.org/find-suppliers-shops-and-inputs/certified-suppliers.html,Mecanismo voluntario/privado (o sin respaldo normativo explícito); verificar evidencia de adopción y cobertura nacional en P3. | Cobertura país verificada mediante base GOTS Certified Suppliers (consulta con filtro por país).,ND,ND,ND,ND,ND,19,65.0,1.533333333333334,0.4600000000000001,,,,3,0.0,,,2,,,,,,0.3,0.0,,,0.16,,,P9,v1.0_2025-12-19,P7_MCA_v1.0,P8_rank_v1.0,2025-12-18,ND,ND,ND,,Certificación,tercera_parte,ND,principal,access_cost; language_available,No,access_cost; language_available; transparency_level; update_frequency_text; comparability_support; enforcement_body; access_requirements,No,,Sí,ND,Textiles orgánicos; criterios ambientales y sociales,Consumidor,,ND
MIC-CL-009,Chile,CL,CHL,Chile,Global Organic Textile Standard (GOTS),,certificacion,ND,digital,Global Standard gGmbH,privado,activo,ND,2025-12-18 00:00:00,2,Vestuario y calzado,,,2,1,Sí,Sí,No,no,estandar,,,Global Standard gGmbH,ND,tercera_parte,Sí,ND,No,,,ND,,,ND,,ND,,SRC-CL-009,Sitio oficial,https://global-standard.org/,SRC-CL-009-2,Registro oficial (GOTS Certified Suppliers; filtro país),https://global-standard.org/find-suppliers-shops-and-inputs/certified-suppliers.html,Mecanismo voluntario/privado (o sin respaldo normativo explícito); verificar evidencia de adopción y cobertura nacional en P3. | Cobertura país verificada mediante base GOTS Certified Suppliers (consulta con filtro por país).,ND,ND,ND,ND,ND,19,65.0,1.533333333333334,0.4600000000000001,,,,3,3.0,2.0,,1,,,,,,0.3,0.36,0.2,,0.08,,,P9,v1.0_2025-12-19,P7_MCA_v1.0,P8_rank_v1.0,2025-12-18,ND,ND,ND,,Certificación,tercera_parte,ND,principal,access_cost; language_available,No,access_cost; language_available; transparency_level; update_frequency_text; comparability_support; enforcement_body; access_requirements,No,,Sí,ND,Textiles orgánicos; criterios ambientales y sociales,Consumidor,,ND
MIC-CL-010,Chile,CL,CHL,Chile,B Corp Certification,,certificacion,ND,digital,B Lab Global,privado,activo,ND,2025-12-18 00:00:00,8,Bienes y servicios diversos,,,8,1,Sí,Sí,Sí,no,estandar,,,B Lab Global,ND,tercera_parte,Sí,ND,No,,,ND,,,ND,,ND,,SRC-CL-010,Sitio oficial,https://www.bcorporation.net/,SRC-CL-010-2,Directorio oficial (B Lab; Find a B Corp; filtro país),https://www.bcorporation.net/en-us/find-a-b-corp/,Mecanismo voluntario/privado (o sin respaldo normativo explícito); verificar evidencia de adopción y cobertura nacional en P3. | Cobertura país verificada mediante directorio oficial de Empresas B certificadas (consulta con filtro por país).,ND,ND,ND,ND,ND,8,22.0,2.55,1.02,,,,3,0.0,,,3,,,,,,0.3,0.0,,,0.24,,,P9,v1.0_2025-12-19,P7_MCA_v1.0,P8_rank_v1.0,2025-12-18,ND,ND,ND,,Certificación,tercera_parte,ND,principal,access_cost; language_available,No,access_cost; language_available; transparency_level; update_frequency_text; comparability_support; enforcement_body; access_requirements,No,,Sí,ND,"Empresas; desempeño social, ambiental y gobernanza (no producto específico)",Consumidor,,ND
MIC-CL-010,Chile,CL,CHL,Chile,B Corp Certification,,certificacion,ND,digital,B Lab Global,privado,activo,ND,2025-12-18 00:00:00,8,Bienes y servicios diversos,,,8,1,Sí,Sí,Sí,no,estandar,,,B Lab Global,ND,tercera_parte,Sí,ND,No,,,ND,,,ND,,ND,,SRC-CL-010,Sitio oficial,https://www.bcorporation.net/,SRC-CL-010-2,Directorio oficial (B Lab; Find a B Corp; filtro país),https://www.bcorporation.net/en-us/find-a-b-corp/,Mecanismo voluntario/privado (o sin respaldo normativo explícito); verificar evidencia de adopción y cobertura nacional en P3. | Cobertura país verificada mediante directorio oficial de Empresas B certificadas (consulta con filtro por país).,ND,ND,ND,ND,ND,8,22.0,2.55,1.02,,,,3,3.0,2.0,,2,,,,,,0.3,0.36,0.2,,0.16,,,P9,v1.0_2025-12-19,P7_MCA_v1.0,P8_rank_v1.0,2025-12-18,ND,ND,ND,,Certificación,tercera_parte,ND,principal,access_cost; language_available,No,access_cost; language_available; transparency_level; update_frequency_text; comparability_support; enforcement_body; access_requirements,No,,Sí,ND,"Empresas; desempeño social, ambiental y gobernanza (no producto específico)",Consumidor,,ND
MIC-CL-010,Chile,CL,CHL,Chile,B Corp Certification,,certificacion,ND,digital,B Lab Global,privado,activo,ND,2025-12-18 00:00:00,8,Bienes y servicios diversos,,,8,1,Sí,Sí,Sí,no,estandar,,,B Lab Global,ND,tercera_parte,Sí,ND,No,,,ND,,,ND,,ND,,SRC-CL-010,Sitio oficial,https://www.bcorporation.net/,SRC-CL-010-2,Directorio oficial (B Lab; Find a B Corp; filtro país),https://www.bcorporation.net/en-us/find-a-b-corp/,Mecanismo voluntario/privado (o sin respaldo normativo explícito); verificar evidencia de adopción y cobertura nacional en P3. | Cobertura país verificada mediante directorio oficial de Empresas B certificadas (consulta con filtro por país).,ND,ND,ND,ND,ND,16,49.0,1.8,0.54,,,,3,0.0,,,3,,,,,,0.3,0.0,,,0.24,,,P9,v1.0_2025-12-19,P7_MCA_v1.0,P8_rank_v1.0,2025-12-18,ND,ND,ND,,Certificación,tercera_parte,ND,principal,access_cost; language_available,No,access_cost; language_available; transparency_level; update_frequency_text; comparability_support; enforcement_body; access_requirements,No,,Sí,ND,"Empresas; desempeño social, ambiental y gobernanza (no producto específico)",Consumidor,,ND
